row_id,tomo_id,Motor axis 0,Motor axis 1,Motor axis 2,Array shape (axis 0),Array shape (axis 1),Array shape (axis 2),Voxel spacing,Number of motors
92,tomo_221c8e,-1.0,-0.13793103448275862,-0.13793103448275862,500,928,928,16.8,0
93,tomo_225d8f,61.0,64.4,68.55172413793103,300,960,928,13.1,1
94,tomo_226cd8,365.0,72.82758620689656,80.93333333333334,500,928,960,13.1,10
95,tomo_226cd8,312.0,18.75862068965517,13.2,500,928,960,13.1,10
96,tomo_226cd8,299.0,31.310344827586206,9.333333333333334,500,928,960,13.1,10
97,tomo_226cd8,332.0,76.13793103448276,7.733333333333333,500,928,960,13.1,10
98,tomo_226cd8,355.0,90.48275862068965,22.0,500,928,960,13.1,10
99,tomo_226cd8,366.0,95.58620689655173,35.86666666666667,500,928,960,13.1,10
100,tomo_226cd8,386.0,95.58620689655173,42.53333333333333,500,928,960,13.1,10
101,tomo_226cd8,388.0,92.55172413793103,57.733333333333334,500,928,960,13.1,10
102,tomo_226cd8,411.0,43.86206896551724,98.66666666666667,500,928,960,13.1,10
103,tomo_226cd8,354.0,38.206896551724135,100.8,500,928,960,13.1,10
104,tomo_22976c,-1.0,-0.13793103448275862,-0.13333333333333333,500,928,960,13.1,0
105,tomo_229f0a,-1.0,-0.13333333333333333,-0.13793103448275862,500,960,928,16.8,0
106,tomo_23a8e8,132.0,91.46666666666667,49.10344827586207,300,960,928,15.6,1
107,tomo_23c8a4,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
108,tomo_23ce49,152.0,33.10114702815433,73.37931034482759,300,959,928,15.6,1
109,tomo_247826,-1.0,-0.13333333333333333,-0.13793103448275862,500,960,928,16.8,0
110,tomo_24795a,144.0,93.6,96.9655172413793,300,960,928,15.6,1
111,tomo_2483bb,145.0,82.66666666666667,66.62068965517241,300,960,928,15.6,1
112,tomo_24a095,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
113,tomo_24fda8,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
114,tomo_256717,172.0,106.20689655172414,70.89655172413794,300,928,928,15.6,1
115,tomo_25780f,147.0,105.6,90.75862068965517,300,960,928,13.1,1
116,tomo_2645a0,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
117,tomo_278194,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,19.2,0
118,tomo_285454,-1.0,-0.13389121338912133,-0.13852813852813853,300,956,924,16.1,0
119,tomo_285d15,137.0,52.13333333333333,84.27586206896552,300,960,928,13.1,1
120,tomo_288d4f,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
121,tomo_28f9c1,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,16.1,0
122,tomo_2a6091,185.0,65.6,87.58620689655173,300,960,928,13.1,1
123,tomo_2a6ca2,32.0,70.4,47.86206896551724,300,960,928,13.1,1
124,tomo_2a89bb,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,16.1,0
125,tomo_2acf68,135.0,44.93333333333333,93.6551724137931,300,960,928,13.1,1
126,tomo_2aeb29,-1.0,-0.13807982740021574,-0.1334723670490094,800,927,959,13.1,0
127,tomo_2b3cdf,134.0,23.066666666666666,91.3103448275862,300,960,928,13.1,2
128,tomo_2b996c,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
129,tomo_2bb588,97.0,94.53333333333333,84.27586206896552,300,960,928,13.1,1
130,tomo_2c607f,108.0,46.53333333333333,72.6896551724138,300,960,928,13.1,1
131,tomo_2c8ea2,85.0,23.49113660062565,54.48275862068965,300,959,928,15.6,1
132,tomo_2c9da1,207.0,34.4,85.10344827586206,300,960,928,13.1,1
133,tomo_2c9f35,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
134,tomo_2cace2,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
135,tomo_2daaee,185.0,82.56277056277057,115.14644351464435,500,924,956,19.7,4
136,tomo_2daaee,210.0,83.94805194805195,113.67364016736401,500,924,956,19.7,4
137,tomo_2daaee,263.0,22.58008658008658,100.68619246861924,500,924,956,19.7,4
138,tomo_2daaee,193.0,78.4069264069264,114.74476987447697,500,924,956,19.7,4
139,tomo_2dcd5c,125.0,55.199999999999996,71.58620689655173,300,960,928,13.1,1
140,tomo_2dd6bd,-1.0,-0.13793103448275862,-0.13793103448275862,300,928,928,16.8,0
141,tomo_2e1f4c,73.0,11.478623566214807,46.06896551724138,300,959,928,15.6,1
142,tomo_2f3261,143.0,61.06666666666666,95.86206896551724,300,960,928,13.1,1
143,tomo_2fb12d,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
144,tomo_2fc82d,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
145,tomo_305c97,65.0,91.2,56.55172413793103,300,960,928,15.6,1
146,tomo_307f33,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,16.1,0
147,tomo_30b580,142.0,54.06896551724138,79.3103448275862,300,928,928,13.1,1
148,tomo_30d4e5,175.0,94.23149113660062,31.448275862068964,300,959,928,15.6,1
149,tomo_317656,97.0,54.53333333333333,104.55172413793103,300,960,928,13.1,1
150,tomo_3183d2,168.0,18.152241918665275,65.51724137931035,300,959,928,15.6,1
151,tomo_319f79,195.0,33.51724137931034,50.666666666666664,500,928,960,13.1,1
152,tomo_3264bc,-1.0,-0.13793103448275862,-0.13793103448275862,300,928,928,16.8,0
153,tomo_32aaa7,156.0,70.13333333333333,88.41379310344827,300,960,928,13.1,1
154,tomo_331130,106.0,73.73333333333333,44.55172413793103,300,960,928,13.1,1
155,tomo_35ec84,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,16.1,0
156,tomo_369cce,95.0,48.13333333333333,36.96551724137931,300,960,928,13.1,1
157,tomo_37076e,131.0,50.53333333333333,41.10344827586207,300,960,928,13.1,1
158,tomo_372690,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
159,tomo_372a5c,179.0,97.43482794577686,56.0,300,959,928,15.6,1
160,tomo_374ca7,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
161,tomo_375513,204.0,76.93333333333334,31.448275862068964,300,960,928,13.1,1
162,tomo_378f43,166.0,101.73333333333333,72.55172413793103,300,960,928,13.1,1
163,tomo_37c426,-1.0,-0.13333333333333333,-0.13793103448275862,600,960,928,15.6,0
164,tomo_37dd38,200.0,44.467532467532465,80.60251046025104,500,924,956,19.7,3
165,tomo_37dd38,162.0,13.852813852813853,88.63598326359832,500,924,956,19.7,3
166,tomo_37dd38,184.0,41.97402597402598,79.39748953974895,500,924,956,19.7,3
167,tomo_381add,219.0,86.58008658008659,115.41422594142259,500,924,956,19.7,2
168,tomo_381add,209.0,82.56277056277057,116.61924686192468,500,924,956,19.7,2
169,tomo_385eb6,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
170,tomo_38c2a6,251.0,91.6,27.586206896551722,300,960,928,13.1,1
171,tomo_38d285,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
172,tomo_399bd9,126.0,70.20689655172414,50.48275862068965,300,928,928,13.1,1
173,tomo_39b15b,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,16.1,0
174,tomo_3a0914,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,16.1,0
175,tomo_3a3519,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
176,tomo_3a6a9d,-1.0,-0.125,-0.08888888888888889,500,1024,1440,13.3,0
177,tomo_3a8480,223.0,63.722943722943725,119.9665271966527,500,924,956,19.7,2
178,tomo_3a8480,212.0,66.77056277056278,116.7531380753138,500,924,956,19.7,2
179,tomo_3b1cc9,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,13.1,0
180,tomo_3b7a22,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
181,tomo_3b8291,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,19.7,0
182,tomo_3b83c7,162.0,24.133333333333333,84.55172413793103,300,960,928,13.1,1
183,tomo_3c6038,99.0,43.245046923879045,21.517241379310345,300,959,928,15.6,1
184,tomo_3e6ead,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
185,tomo_3e7407,265.0,48.34632034632035,98.54393305439329,500,924,956,19.7,4
186,tomo_3e7407,231.0,47.23809523809524,93.58995815899581,500,924,956,19.7,4
187,tomo_3e7407,257.0,48.20779220779221,92.65271966527196,500,924,956,19.7,4
188,tomo_3e7407,241.0,48.484848484848484,97.07112970711296,500,924,956,19.7,4
189,tomo_3e7783,186.0,70.8,85.10344827586206,300,960,928,13.1,1
190,tomo_3eb9c8,150.0,54.8,57.37931034482759,300,960,928,13.1,1
191,tomo_401341,166.0,81.6,99.58620689655173,300,960,928,13.1,1
192,tomo_4077d8,73.0,13.793103448275861,31.03448275862069,300,928,928,15.6,1
193,tomo_40b215,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,16.1,0
194,tomo_4102f1,149.0,113.10344827586206,66.89655172413794,300,928,928,15.6,1
195,tomo_412d88,89.0,14.206896551724137,37.51724137931034,300,928,928,15.6,1
196,tomo_417e5f,216.0,59.6,76.6896551724138,300,960,928,15.6,1
197,tomo_41ea80,-1.0,-0.125,-0.08888888888888889,500,1024,1440,13.3,0
198,tomo_423d52,154.0,59.199999999999996,62.89655172413793,300,960,928,13.1,1
199,tomo_444829,112.0,108.41379310344827,88.41379310344827,300,928,928,13.1,1
200,tomo_4469a7,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
201,tomo_4555b6,190.0,55.82683982683983,114.20920502092049,500,924,956,19.7,1
202,tomo_455dcd,36.0,88.0,73.79310344827586,300,960,928,13.1,1
203,tomo_46250a,170.0,23.17241379310345,46.3448275862069,300,928,928,15.6,1
204,tomo_464108,-1.0,-0.13793103448275862,-0.13793103448275862,800,928,928,13.1,0
205,tomo_466489,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
206,tomo_47ac94,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
207,tomo_47c399,168.0,23.6,60.41379310344828,300,960,928,13.1,1
208,tomo_47d380,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
209,tomo_48dc93,208.0,98.63203463203463,64.6694560669456,500,924,956,19.7,2
210,tomo_48dc93,194.0,97.80086580086581,68.01673640167364,500,924,956,19.7,2
211,tomo_4925ee,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,19.2,0
212,tomo_493bea,170.0,50.666666666666664,18.75862068965517,300,960,928,13.1,1
213,tomo_49725c,150.0,83.28675703858185,101.93103448275862,300,959,928,15.6,2
214,tomo_49725c,109.0,24.825860271115747,22.896551724137932,300,959,928,15.6,2
215,tomo_499ee0,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
216,tomo_49f4ee,166.0,92.41379310344827,56.96551724137931,300,928,928,13.1,1
217,tomo_4b124b,111.0,67.33333333333333,62.3448275862069,300,960,928,13.1,1
218,tomo_4b59a2,156.0,65.46666666666667,101.79310344827586,300,960,928,13.1,1
219,tomo_4baff0,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,16.1,0
220,tomo_4c1ca8,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
221,tomo_4c2e4e,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
222,tomo_4d528f,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,16.1,0
223,tomo_4e1b18,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,19.7,0
224,tomo_4e38b8,209.0,100.50469238790407,51.03448275862069,300,959,928,15.6,1
225,tomo_4e3e37,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
226,tomo_4e41c2,-1.0,-0.13807982740021574,-0.1334723670490094,800,927,959,13.1,0
227,tomo_4e478f,117.0,62.331595411887385,21.517241379310345,300,959,928,15.6,1
228,tomo_4ed9de,173.0,96.53333333333333,98.89655172413794,300,960,928,15.6,1
229,tomo_4ee35e,157.0,89.42648592283629,41.37931034482759,300,959,928,15.6,1
230,tomo_4f379f,124.0,71.40771637122002,20.82758620689655,300,959,928,15.6,1
231,tomo_4f5a7b,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,13.1,0
232,tomo_507b7a,451.0,77.37931034482759,48.8,500,928,960,13.1,2
233,tomo_507b7a,427.0,52.96551724137931,47.06666666666666,500,928,960,13.1,2
234,tomo_50cbd9,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
235,tomo_50f0bf,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,16.1,0
236,tomo_510f4e,191.0,32.55172413793103,52.55172413793103,300,928,928,16.8,1
237,tomo_512f98,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
238,tomo_513010,128.0,20.0,68.82758620689656,300,960,928,13.1,1
239,tomo_516cdd,187.0,98.63607924921794,24.96551724137931,300,959,928,15.6,1
240,tomo_517f70,66.0,44.82758620689655,54.06896551724138,300,928,928,13.1,1
241,tomo_518a1f,108.0,75.2,94.20689655172414,300,960,928,15.6,1
242,tomo_51a47f,112.0,40.266666666666666,28.551724137931036,300,960,928,15.6,1
243,tomo_51a77e,-1.0,-0.13793103448275862,-0.13333333333333333,500,928,960,13.1,0
244,tomo_5308e8,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,16.1,0
245,tomo_532d49,47.0,68.93333333333334,34.758620689655174,300,960,928,15.6,1
246,tomo_539259,152.0,67.06666666666666,84.55172413793103,300,960,928,16.8,1
247,tomo_53c71b,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
248,tomo_53e048,190.0,88.8,74.75862068965517,300,960,928,13.1,1
249,tomo_54e1a7,-1.0,-0.13793103448275862,-0.13793103448275862,300,928,928,16.8,0
250,tomo_556257,123.0,28.029197080291972,59.86206896551724,300,959,928,15.6,1
251,tomo_568537,215.0,70.8,53.241379310344826,300,960,928,13.1,1
252,tomo_569981,-1.0,-0.13793103448275862,-0.13793103448275862,800,928,928,13.1,0
253,tomo_56b9a3,60.0,41.241379310344826,68.6896551724138,300,928,928,13.1,1
254,tomo_57592d,174.0,124.6896551724138,77.24137931034483,300,928,928,15.6,1
255,tomo_5764d6,92.0,93.6551724137931,77.33333333333333,500,928,960,13.1,1
256,tomo_57c814,168.0,49.51724137931034,55.44827586206897,300,928,928,13.1,1
257,tomo_5984bf,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
258,tomo_59b470,139.0,20.266666666666666,87.03448275862068,300,960,928,15.6,1
259,tomo_5b087f,159.0,33.63503649635037,51.44827586206897,300,959,928,15.6,1
260,tomo_5b34b2,112.0,81.73333333333333,32.13793103448276,300,960,928,13.1,1
261,tomo_5b359d,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
262,tomo_5b8db4,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
263,tomo_5ba0cf,217.0,86.85714285714286,42.17573221757322,500,924,956,19.7,2
264,tomo_5ba0cf,221.0,90.45887445887446,44.5857740585774,500,924,956,19.7,2
265,tomo_5bb31c,-1.0,-0.13793103448275862,-0.13793103448275862,800,928,928,19.3,0
266,tomo_5d01e8,-1.0,-0.125,-0.08888888888888889,500,1024,1440,13.3,0
267,tomo_5d4c65,190.0,82.89655172413794,86.93333333333334,500,928,960,13.1,4
268,tomo_5d4c65,180.0,106.20689655172414,64.4,500,928,960,13.1,4
269,tomo_5d4c65,187.0,54.06896551724138,120.26666666666667,500,928,960,13.1,4
270,tomo_5d4c65,145.0,69.6551724137931,105.86666666666666,500,928,960,13.1,4
271,tomo_5d798e,121.0,46.53333333333333,55.44827586206897,300,960,928,15.6,1
272,tomo_5dd63d,135.0,109.73333333333333,106.48275862068965,300,960,928,13.1,1
273,tomo_5e2a91,267.0,76.53333333333333,39.172413793103445,300,960,928,15.6,1
274,tomo_5f1f0c,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
275,tomo_5f235a,119.0,87.46666666666667,51.310344827586206,300,960,928,13.1,1
276,tomo_5f34b3,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,19.7,0
277,tomo_603e40,118.0,16.4,50.62068965517241,300,960,928,13.1,1
278,tomo_60d478,75.0,93.93103448275862,62.89655172413793,300,928,928,13.1,1
279,tomo_60ddbd,69.0,60.0,67.86206896551724,300,960,928,13.1,1
280,tomo_616f0b,149.0,116.6548488008342,84.0,300,959,928,15.6,1
281,tomo_61e947,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
282,tomo_622ca9,88.0,48.0,77.93103448275862,300,928,928,13.1,1
283,tomo_62dbea,90.0,87.46666666666667,108.82758620689656,300,960,928,13.1,1
284,tomo_62eea8,111.0,62.53333333333333,46.06896551724138,300,960,928,13.1,2
285,tomo_6303f0,199.0,78.66666666666667,29.241379310344826,300,960,928,13.1,1
286,tomo_634b06,212.0,25.517241379310345,97.06666666666666,500,928,960,13.1,4
287,tomo_634b06,256.0,71.17241379310344,67.86666666666666,500,928,960,13.1,4
288,tomo_634b06,228.0,58.206896551724135,88.53333333333333,500,928,960,13.1,4
289,tomo_634b06,266.0,67.72413793103448,71.33333333333333,500,928,960,13.1,4
290,tomo_63e635,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
291,tomo_640a74,3.0,75.06666666666666,92.82758620689656,300,960,928,13.1,1
292,tomo_643b20,168.0,51.6,82.20689655172414,300,960,928,13.1,1
293,tomo_646049,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
294,tomo_6478e5,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
295,tomo_648adf,-1.0,-0.13333333333333333,-0.13793103448275862,400,960,928,15.6,0
296,tomo_651ec2,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,16.1,0
297,tomo_651ecd,152.0,60.666666666666664,46.48275862068965,300,960,928,13.1,1
298,tomo_6521dc,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
299,tomo_656915,202.0,109.991341991342,22.359832635983263,500,924,956,19.7,1
300,tomo_6607ec,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
301,tomo_66285d,75.0,60.41379310344828,88.27586206896552,300,928,928,13.1,1
302,tomo_672101,102.0,38.666666666666664,80.13793103448276,300,960,928,13.1,1
303,tomo_6733fa,133.0,43.06666666666666,103.58620689655173,300,960,928,13.1,1
304,tomo_675583,187.0,75.33333333333333,105.51724137931035,300,960,928,16.8,1
305,tomo_67565e,124.0,83.01981230448384,84.13793103448276,300,959,928,15.6,1
306,tomo_676744,252.0,78.53333333333333,67.72413793103448,300,960,928,16.8,1
307,tomo_67717e,137.0,37.37226277372263,77.37931034482759,300,959,928,15.6,2
308,tomo_67717e,160.0,22.823774765380605,55.724137931034484,300,959,928,15.6,2
309,tomo_67ff4e,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,16.1,0
310,tomo_68e123,89.0,106.34482758620689,73.10344827586206,300,928,928,15.6,1
311,tomo_692081,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,16.1,0
312,tomo_6943e6,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
